,emotion,pixels
12290,5.0,[ 33.  86. 252. ... 186.  44. 130.]
12291,5.0,[ 63.  50.  59. ... 224. 171. 153.]
12292,2.0,[ 96.  94.  56. ... 146. 115.  51.]
12293,1.0,[35. 36. 22. ... 47. 66. 83.]
12294,2.0,[124. 141. 231. ...  37.  17.  16.]
12295,5.0,[199. 199. 199. ... 157. 157. 157.]
12296,7.0,[255. 255. 255. ... 255. 255. 255.]
12297,4.0,[253. 253. 251. ...  36.   0.   0.]
12298,3.0,[173. 176. 169. ...  36.  32.  29.]
12299,2.0,[235. 235. 235. ... 214. 213. 209.]
12300,5.0,[255. 255. 255. ... 255. 255. 255.]
12301,4.0,[255. 205. 211. ... 160. 145. 178.]
12302,3.0,[133.  84.  77. ... 190. 164. 163.]
12303,5.0,[ 15.   5.   4. ... 148.  21.  14.]
12304,3.0,[69. 43. 46. ... 61. 51. 50.]
12305,8.0,[211. 188. 156. ...  34.  34.  36.]
12306,7.0,[ 1.  6.  2. ... 58. 75. 82.]
12307,5.0,[246. 247. 251. ... 255. 255. 255.]
12308,1.0,[94. 56. 43. ... 67. 36. 15.]
12309,2.0,[73. 62. 60. ... 67. 57. 56.]
12310,8.0,[164. 134. 106. ...  49.  41.  30.]
12311,3.0,[126. 106.  79. ... 112.  75.  57.]
12312,6.0,[ 7.  7.  7. ... 99. 74. 43.]
12313,3.0,[173. 153. 126. ... 253. 255. 254.]
12314,3.0,[ 72. 142. 144. ... 192. 197. 191.]
12315,6.0,[106.  70.  38. ...  23.  19.   7.]
12316,8.0,[175. 193.  83. ... 224. 139.  98.]
12317,3.0,[45. 45. 45. ... 69. 69. 69.]
12318,2.0,[ 81.  93.  83. ... 123. 128. 134.]
12319,3.0,[132. 127. 123. ... 203. 214. 232.]
12320,2.0,[174. 157. 173. ...  83.  48.  68.]
12321,8.0,[148. 135. 119. ...  38.  34.  31.]
12322,5.0,[0. 0. 0. ... 0. 0. 0.]
12323,1.0,[149.  46.  47. ...  23.  30.  49.]
12324,8.0,[ 11.  10.   8. ... 172.  18. 176.]
12325,2.0,[123. 123. 123. ...  71.  71.  71.]
12326,2.0,[ 8.  4.  5. ... 17. 21. 20.]
12327,2.0,[105. 102.  83. ...  24.  26.  15.]
12328,4.0,[ 0.  1.  9. ... 76. 82. 78.]
12329,5.0,[ 72. 108. 144. ... 104.  73.  45.]
12330,3.0,[ 0.  0.  0. ... 88. 12. 12.]
12331,3.0,[146. 145. 150. ... 111. 109. 110.]
12332,7.0,[ 79.  71.  52. ... 209. 176. 145.]
12333,4.0,[246. 250. 251. ... 159. 198. 231.]
12334,3.0,[ 60. 112. 162. ... 132. 196. 242.]
12335,7.0,[119.  77.  65. ... 137. 158. 175.]
12336,3.0,[57. 42. 47. ... 23.  2.  1.]
12337,8.0,[149. 149. 149. ...  44.  44.  44.]
12338,3.0,[11.  9. 20. ...  2.  0.  3.]
12339,3.0,[ 6.  5.  3. ... 86. 68. 44.]
12340,5.0,[ 8. 12. 24. ... 41. 26. 33.]
12341,7.0,[255. 255. 255. ... 255. 255. 255.]
12342,3.0,[171. 176. 170. ... 115.  92. 121.]
12343,1.0,[ 27.  22.  18. ... 115. 106.  97.]
12344,4.0,[116. 106.  96. ...  83.  73.  72.]
12345,4.0,[ 91. 102.  42. ...  26.  24.  12.]
12346,8.0,[46. 47. 49. ... 32. 32. 34.]
12347,4.0,[150. 151. 145. ...  62.  43.  28.]
12348,8.0,[162.  90.  52. ... 248. 240. 237.]
12349,4.0,[ 38.  23.  20. ... 217. 222. 228.]
12350,1.0,[198. 164.  92. ... 187. 136. 119.]
12351,3.0,[168. 159. 154. ... 177. 175. 176.]
12352,8.0,[ 33.  97. 185. ...  46.  35.  39.]
12353,8.0,[172.  65.  23. ... 194. 102.  29.]
12354,3.0,[ 4. 55. 98. ...  5.  9. 20.]
12355,8.0,[10. 14. 39. ... 18. 14. 28.]
12356,3.0,[135. 123. 101. ...  52.  42.  30.]
12357,4.0,[134. 208. 193. ... 114. 174. 174.]
12358,4.0,[3. 8. 2. ... 0. 0. 0.]
12359,7.0,[50. 40. 51. ... 77. 77. 79.]
12360,5.0,[152. 106.  46. ...  90.  83.  67.]
12361,4.0,[ 38.  39.  34. ... 201. 203. 153.]
12362,6.0,[13. 13. 13. ...  0.  4. 14.]
12363,3.0,[162. 180. 184. ... 122. 127. 131.]
12364,6.0,[ 94.  83.  79. ... 137. 164. 193.]
12365,6.0,[  9.  13.  12. ... 119.  72.  56.]
12366,5.0,[ 0.  0.  0. ... 30. 30. 30.]
12367,6.0,[ 97.  83.  83. ... 122. 122. 122.]
12368,4.0,[173. 135.  62. ... 194. 174. 124.]
12369,4.0,[249. 231. 207. ... 211. 216. 220.]
12370,7.0,[140. 133. 151. ... 184. 164. 176.]
12371,3.0,[ 71.  71. 109. ... 207. 213. 239.]
12372,5.0,[255. 255. 255. ... 230. 231. 233.]
12373,2.0,[225. 211. 202. ... 168. 108.  38.]
12374,4.0,[251. 178.   0. ... 255. 249. 233.]
12375,5.0,[154. 154. 156. ... 252. 252. 252.]
12376,4.0,[216. 186. 124. ... 179. 129. 120.]
12377,8.0,[  0.   0.   0. ... 103.  74.  66.]
12378,1.0,[243. 243. 245. ...  41.  39.  40.]
12379,3.0,[56. 40. 40. ...  1.  1.  1.]
12380,5.0,[244. 240. 237. ... 179. 181. 180.]
12381,2.0,[105.  50.  19. ...  81.  77.  66.]
12382,8.0,[204. 209. 177. ...   8.   7.   5.]
12383,7.0,[195. 195. 193. ... 255. 255. 251.]
12384,7.0,[67. 98. 93. ... 20. 22. 35.]
12385,1.0,[44. 45. 49. ... 26. 13. 22.]
12386,4.0,[196. 196. 188. ... 255. 224. 240.]
12387,8.0,[188. 207. 213. ...  20.  44.  78.]
12388,2.0,[  2.   2.   2. ... 251. 251. 251.]
12389,2.0,[253. 253. 253. ... 255. 255. 255.]
12390,4.0,[ 95.  62.  45. ... 201. 193. 182.]
12391,2.0,[26. 50.  2. ... 34. 14.  7.]
12392,5.0,[207. 207. 209. ...  60.  43.  35.]
12393,5.0,[ 50.  50.  50. ... 148. 148. 148.]
12394,7.0,[110.  96.  93. ... 197. 182. 179.]
12395,2.0,[73. 63. 61. ... 19. 13. 17.]
12396,7.0,[85. 52. 11. ... 72. 32. 32.]
12397,4.0,[  9.  20.   4. ... 183. 154. 136.]
12398,5.0,[  9.   4.  10. ... 181. 134.  92.]
12399,4.0,[206. 192. 191. ... 205. 195. 170.]
12400,6.0,[173. 179. 169. ... 156. 154. 142.]
12401,2.0,[111.   8.  11. ...  16.  14.  15.]
12402,5.0,[  9.   1.   0. ... 143.  95. 119.]
12403,8.0,[18. 29. 31. ... 42. 58. 58.]
12404,2.0,[227. 234. 227. ...  62.  38.  34.]
12405,6.0,[200. 158. 160. ... 131.  87.  78.]
12406,1.0,[187. 107.  48. ... 179.  97.  57.]
12407,7.0,[57. 55. 58. ... 38. 34. 35.]
12408,6.0,[ 67.  82.  43. ...  95. 177. 214.]
12409,4.0,[ 62.  15.   7. ... 112.  72.  37.]
12410,7.0,[196. 196. 196. ... 177. 177. 177.]
12411,5.0,[43. 44. 39. ... 30. 29. 34.]
12412,1.0,[ 97.  94. 101. ... 161. 127. 102.]
12413,2.0,[163. 162. 168. ...  63.  30.  21.]
12414,4.0,[182. 184. 173. ...  54.  34.  59.]
12415,6.0,[82. 77. 45. ... 98. 82. 57.]
12416,4.0,[141. 147. 133. ...  12.   8.   7.]
12417,1.0,[35. 26. 17. ... 41. 38. 33.]
12418,1.0,[17. 26. 69. ... 73. 46. 65.]
12419,4.0,[49. 33. 20. ... 45. 41. 40.]
12420,3.0,[142. 150. 137. ... 182. 188. 184.]
12421,6.0,[238. 210. 186. ...  97.  67.  77.]
12422,8.0,[37. 33. 30. ... 94. 70. 66.]
12423,2.0,[61. 41.  8. ... 26. 12. 11.]
12424,7.0,[ 35.  17.   7. ... 128. 101.  80.]
12425,3.0,[100.  45.  24. ...  80.  16.  16.]
12426,1.0,[37. 42. 38. ... 35. 37. 36.]
12427,5.0,[255. 255. 250. ...  41.  26.  29.]
12428,4.0,[255. 255. 255. ...  52.  47.  51.]
12429,6.0,[ 7.  8.  3. ... 21. 18. 13.]
12430,1.0,[248. 252. 251. ... 174. 169. 163.]
12431,7.0,[253. 253. 253. ...   1.   1.   1.]
12432,7.0,[10. 10. 12. ...  3.  8.  4.]
12433,7.0,[185. 204. 211. ...  88.  41.  15.]
12434,2.0,[16. 13.  6. ...  4.  4.  6.]
12435,3.0,[124. 128. 129. ...  88.  65.  59.]
12436,3.0,[12. 11. 27. ... 70. 61. 44.]
12437,7.0,[250. 250. 250. ... 249. 249. 249.]
12438,3.0,[0. 0. 0. ... 0. 0. 0.]
12439,2.0,[164. 151. 135. ... 131.  97.  88.]
12440,1.0,[ 42.  32.  22. ... 157. 125. 100.]
12441,6.0,[255. 255. 255. ... 254. 254. 254.]
12442,7.0,[ 24.  20.  21. ...  24.  70. 119.]
12443,1.0,[202. 192. 180. ...  11.  12.  17.]
12444,2.0,[232. 227. 223. ... 232. 232. 230.]
12445,8.0,[234. 229. 226. ... 247. 248. 234.]
12446,4.0,[62. 44. 32. ... 59. 14.  9.]
12447,5.0,[127. 122. 116. ...  32.  30.  41.]
12448,4.0,[108. 122. 122. ...  20.  21.  23.]
12449,7.0,[177. 177. 177. ...  38.  38.  38.]
12450,6.0,[  0.  16.  32. ... 252. 239. 187.]
12451,7.0,[244. 243. 241. ...  54.  52.  53.]
12452,6.0,[ 23.  22.  28. ... 193.  80. 126.]
12453,1.0,[81. 62. 48. ... 35. 14.  9.]
12454,6.0,[ 59.  75.  88. ... 255. 255. 255.]
12455,5.0,[159. 147. 149. ... 151.  81.  81.]
12456,4.0,[252. 194. 182. ...  41.  38.  33.]
12457,5.0,[133. 133. 135. ... 150. 148. 149.]
12458,1.0,[251. 253. 250. ... 185. 116.  41.]
12459,1.0,[43. 41. 28. ... 38. 37. 32.]
12460,2.0,[ 74.  55.  41. ... 163. 137. 112.]
12461,3.0,[ 68.  69.  64. ... 164. 135.  65.]
12462,8.0,[ 26.  44.  58. ... 168. 168. 180.]
12463,7.0,[234. 234. 234. ...   0.   0.   0.]
12464,1.0,[231. 228. 213. ... 208. 205. 188.]
12465,8.0,[ 38.  32.  34. ... 235. 211. 185.]
12466,1.0,[129. 151. 102. ...  17.  15.  26.]
12467,7.0,[36. 22.  9. ... 84. 12. 13.]
12468,5.0,[235. 236. 240. ... 176. 143. 112.]
12469,7.0,[232. 235. 190. ... 108. 108. 106.]
12470,3.0,[206. 200. 176. ... 185. 163. 126.]
12471,3.0,[16. 22. 18. ... 23. 18. 38.]
12472,6.0,[113. 138. 145. ... 164. 186. 183.]
12473,4.0,[245. 245. 245. ... 212. 149. 116.]
12474,3.0,[123. 142. 148. ... 213. 216. 109.]
12475,7.0,[154.  75.  70. ... 124.  96.  75.]
12476,6.0,[146. 146. 146. ... 141. 141. 141.]
12477,1.0,[251. 251. 251. ...  13.  14.   8.]
12478,8.0,[231. 101.  69. ...  49.  36.  30.]
12479,7.0,[ 59.  31.  27. ... 190.  62.  85.]
12480,8.0,[116.  89.  80. ...   8.   6.   7.]
12481,1.0,[ 0.  0.  0. ... 20.  6.  6.]
12482,2.0,[38. 39. 34. ... 95. 63. 38.]
12483,7.0,[0. 0. 0. ... 0. 0. 0.]
12484,3.0,[  0.   0.   0. ... 245. 235. 208.]
12485,4.0,[215. 220. 214. ...  83.  85.  98.]
12486,2.0,[ 16.  22.  20. ... 239. 250. 255.]
12487,1.0,[ 1.  1.  1. ... 49. 38. 42.]
12488,8.0,[94. 69. 38. ... 43. 42. 48.]
12489,2.0,[221. 221. 221. ...  66.  66.  66.]
12490,8.0,[0. 0. 0. ... 0. 0. 0.]
12491,6.0,[248. 247. 242. ... 200. 166. 157.]
12492,3.0,[196. 181. 160. ... 206. 192. 166.]
12493,4.0,[29. 29. 41. ... 26. 18. 31.]
12494,2.0,[171. 172. 141. ... 203. 216. 235.]
12495,7.0,[63. 61. 66. ... 19. 17. 28.]
12496,2.0,[77. 68. 69. ...  5.  5.  7.]
12497,5.0,[203. 203. 193. ...  46.  53.  61.]
12498,1.0,[116. 131. 126. ...  78.  89.  91.]
12499,5.0,[4. 4. 4. ... 7. 7. 9.]
12500,7.0,[211. 185. 152. ... 112. 100.  88.]
12501,5.0,[165. 142. 108. ... 233. 174. 194.]
12502,3.0,[126. 126. 126. ...   0.   0.   0.]
12503,3.0,[210. 194. 204. ... 192. 103.  85.]
12504,7.0,[31. 31. 33. ... 18. 18. 20.]
12505,5.0,[1. 5. 6. ... 3. 9. 7.]
12506,7.0,[227. 227. 227. ... 163. 119. 108.]
12507,1.0,[243. 235. 233. ... 132. 200. 123.]
12508,6.0,[ 51.  91. 204. ...  32.  41.  36.]
12509,1.0,[151. 114.  59. ... 170. 129. 208.]
12510,3.0,[185. 185. 185. ... 173. 173. 173.]
12511,3.0,[ 16.  11.   7. ... 173. 152. 149.]
12512,1.0,[24.  9.  6. ... 15.  1.  1.]
12513,8.0,[252. 252. 250. ... 231. 228. 223.]
12514,5.0,[ 79.  79.  79. ... 118. 118. 118.]
12515,4.0,[111. 118. 162. ...  84.  54.  46.]
12516,8.0,[ 86.  63.  49. ... 143. 151. 170.]
12517,2.0,[215. 232. 248. ... 235. 242. 250.]
12518,7.0,[255. 255. 255. ...  91.  57.  45.]
12519,1.0,[245. 248. 253. ... 239. 232. 213.]
12520,6.0,[ 76.  54.  56. ... 160.  27.  32.]
12521,2.0,[ 97. 129. 150. ...  20.  19.  14.]
12522,2.0,[245. 236. 227. ... 118.  90.  69.]
12523,2.0,[243. 231. 231. ... 240. 193. 165.]
12524,5.0,[ 62. 116. 126. ...  35.  58.  74.]
12525,8.0,[163. 163. 163. ... 156. 156. 156.]
12526,7.0,[149. 133. 108. ...  55.  26.  20.]
12527,2.0,[ 16.  18.   7. ... 215. 143. 121.]
12528,6.0,[ 75.  43.  20. ... 198. 141.  72.]
12529,2.0,[1. 1. 1. ... 2. 2. 2.]
12530,1.0,[96. 64. 43. ... 55. 41. 15.]
12531,1.0,[119. 118. 114. ...  29.  37. 112.]
12532,5.0,[180. 192. 208. ...   1.   1.   1.]
12533,4.0,[ 82.  46.   0. ... 100. 139.  92.]
12534,1.0,[41. 32. 27. ... 43. 46. 63.]
12535,3.0,[161.  43.  29. ... 112. 104. 101.]
12536,2.0,[  3.   3.   3. ... 194. 194. 194.]
12537,4.0,[185. 190. 194. ...  67.  40.  85.]
12538,6.0,[ 21.  21.  21. ... 139. 122.  92.]
12539,1.0,[174. 171. 164. ... 168. 172. 173.]
12540,1.0,[64. 87.  0. ... 39. 45. 31.]
12541,4.0,[255. 234. 197. ... 179. 150. 116.]
12542,6.0,[22. 30. 66. ... 37. 39. 51.]
12543,4.0,[ 14.  15.  10. ...  53.  94. 122.]
12544,4.0,[13. 11.  0. ... 27. 29. 26.]
12545,2.0,[227. 251. 225. ...  46.  56.  68.]
12546,1.0,[  4.   4.   6. ... 255. 255. 255.]
12547,7.0,[255. 238. 184. ... 233. 220. 176.]
12548,6.0,[ 31.  45. 110. ...  62.  84. 159.]
12549,4.0,[122. 122. 122. ... 113. 111. 112.]
12550,3.0,[125. 125. 125. ...  47.  47.  47.]
12551,5.0,[80. 70. 61. ... 75. 66. 61.]
12552,6.0,[246. 207.   5. ... 117.  92.  38.]
12553,2.0,[12. 13.  5. ... 78. 65. 57.]
12554,7.0,[163. 219. 254. ...   2. 125. 255.]
12555,3.0,[ 83. 119. 107. ... 114.  88.  75.]
12556,2.0,[173. 130.  95. ...  89.  93.  94.]
12557,3.0,[208. 206. 194. ... 207. 208. 202.]
12558,7.0,[201. 187. 184. ... 212. 210. 198.]
12559,8.0,[27. 16. 20. ... 50. 38. 52.]
12560,7.0,[255. 255. 255. ... 255. 248. 239.]
12561,4.0,[ 84. 147. 191. ...  58.  38.  37.]
12562,8.0,[67. 52. 49. ... 69. 58. 40.]
12563,1.0,[13.  9. 10. ... 25. 13. 17.]
12564,2.0,[253. 252. 248. ... 152. 107.  88.]
12565,6.0,[244. 245. 247. ... 217. 168. 125.]
12566,4.0,[255. 255. 255. ... 253. 253. 253.]
12567,2.0,[13.  1.  1. ... 37. 49. 47.]
12568,8.0,[ 85.  82.  67. ... 192. 146. 149.]
12569,4.0,[193. 184. 179. ... 161.  58.  79.]
12570,6.0,[115.  59.  46. ... 192.  50.  46.]
12571,8.0,[117. 224. 255. ... 112. 216. 253.]
12572,4.0,[171. 177. 113. ...  11.   6.   2.]
12573,8.0,[  1.   0.  32. ...   1.   6. 108.]
12574,7.0,[12. 13.  8. ... 97. 77. 53.]
12575,3.0,[0. 0. 0. ... 0. 0. 0.]
12576,7.0,[181. 174. 148. ...  14.  13.   8.]
12577,1.0,[243. 249. 255. ... 242. 224. 222.]
12578,8.0,[75. 72. 67. ... 71. 62. 57.]
12579,2.0,[159. 125.  79. ... 181. 140. 110.]
12580,1.0,[101. 101. 101. ... 111. 111. 111.]
12581,3.0,[118. 125. 169. ... 221. 226. 222.]
12582,3.0,[171. 112. 106. ... 226. 168. 156.]
12583,6.0,[255. 255. 255. ... 202. 171. 142.]
12584,2.0,[69. 64. 61. ... 69. 64. 60.]
12585,2.0,[174. 105.  72. ...  25. 109. 137.]
12586,5.0,[161. 129. 132. ...  52.  49.  92.]
12587,5.0,[182. 182. 182. ... 212. 212. 212.]
12588,5.0,[64. 71. 55. ... 69. 80. 66.]
12589,4.0,[82. 79. 70. ... 63. 58. 99.]
12590,4.0,[34. 21. 28. ... 23. 12.  8.]
12591,5.0,[46. 12. 10. ... 60. 39. 38.]
12592,8.0,[70. 59. 31. ... 41. 33. 14.]
12593,8.0,[37. 37. 29. ... 59. 49. 37.]
12594,3.0,[144. 145. 139. ... 196. 175. 182.]
12595,3.0,[234. 229. 199. ... 200. 181. 149.]
12596,5.0,[194. 221. 240. ...  86. 102.  73.]
12597,5.0,[13. 15. 10. ...  5.  6.  0.]
12598,6.0,[102. 124. 112. ... 196. 165. 145.]
12599,2.0,[ 43.  41.  46. ... 239. 237. 240.]
12600,6.0,[232. 232. 232. ... 203. 203. 203.]
12601,5.0,[235. 235. 235. ... 218. 218. 218.]
12602,6.0,[34. 32. 20. ...  0.  2.  0.]
12603,6.0,[201.  35.  21. ... 180.  51.  32.]
12604,2.0,[128.  88.  62. ... 170. 111.  77.]
12605,6.0,[252. 253. 245. ...   8.   9.  11.]
12606,3.0,[126. 102.  74. ...  16.  12.   9.]
12607,7.0,[38. 47. 28. ... 95. 82. 74.]
12608,3.0,[38. 35. 30. ... 58. 53. 49.]
12609,1.0,[233. 236. 245. ...  92. 106. 133.]
12610,5.0,[221. 184. 155. ... 199. 185. 174.]
12611,5.0,[221. 211. 199. ... 198. 174. 146.]
12612,2.0,[170. 170. 170. ...  77.  79.  76.]
12613,7.0,[152.  84.  73. ... 120. 118. 106.]
12614,2.0,[189. 162. 181. ...  22.  11.  15.]
12615,7.0,[37. 35. 36. ...  6.  5.  3.]
12616,2.0,[176. 191. 148. ... 188. 127.  82.]
12617,5.0,[255. 255. 255. ... 255. 255. 255.]
12618,5.0,[90. 96. 96. ... 45. 44. 39.]
12619,5.0,[241. 238. 245. ... 207.  68.  45.]
12620,6.0,[170. 170. 168. ...  49.  49.  51.]
12621,2.0,[ 53.  45.  43. ... 177. 181. 180.]
12622,1.0,[255. 245. 243. ...   1.   0.   6.]
12623,2.0,[ 5.  5.  5. ... 10. 10.  8.]
12624,1.0,[179. 142. 123. ... 158. 167. 198.]
12625,2.0,[212. 218. 230. ...  26.  26.  28.]
12626,3.0,[165. 170. 140. ...  55.  49.  49.]
12627,1.0,[124. 145. 166. ...  55.  58.  73.]
12628,7.0,[ 95. 146. 211. ...  97.  37.  37.]
12629,2.0,[  1.   1.   1. ... 255. 255. 255.]
12630,7.0,[  1.   1.   1. ...  29.  51. 109.]
12631,5.0,[12. 18. 30. ... 12.  6.  6.]
12632,3.0,[  0.   0.   0. ... 230.  38.  23.]
12633,4.0,[ 94.  91.  86. ... 255. 255. 255.]
12634,6.0,[ 11.  53.  41. ... 199. 213. 196.]
12635,5.0,[177. 141.  89. ...  20.  20.  20.]
12636,3.0,[89. 89. 89. ... 30. 30. 30.]
12637,4.0,[172. 155. 137. ...  39.  36.  29.]
12638,4.0,[199. 204. 197. ... 151. 162. 145.]
12639,4.0,[255. 255. 255. ...  15.   4.   0.]
12640,6.0,[218. 171. 125. ... 244. 252. 228.]
12641,7.0,[49. 49. 49. ... 41. 41. 41.]
12642,6.0,[ 80.  80.  78. ... 171. 167. 182.]
12643,2.0,[183. 136.  90. ...  46.  28.  14.]
12644,5.0,[ 14.  10.  11. ... 102.  65.  46.]
12645,2.0,[242. 237. 241. ...  56.  73.  89.]
12646,2.0,[249. 253. 252. ... 137. 109.  97.]
12647,7.0,[236. 240. 239. ...  13.  27.  38.]
12648,4.0,[152. 121. 103. ... 236. 146. 218.]
12649,4.0,[101.  79.  42. ... 210. 173. 154.]
12650,4.0,[255. 253. 252. ...  63.  34.  18.]
12651,6.0,[117. 147. 121. ...  11.  11.  13.]
12652,6.0,[255. 255. 255. ... 246. 246. 246.]
12653,6.0,[239. 234. 228. ...  53.  43.  44.]
12654,1.0,[21.  4.  0. ... 12. 11. 17.]
12655,6.0,[ 2.  2.  4. ... 40. 37. 30.]
12656,2.0,[255. 255. 255. ... 117.  86.  58.]
12657,2.0,[ 65. 156. 151. ...  18.  64.  64.]
12658,5.0,[73. 69. 70. ... 26. 12. 11.]
12659,6.0,[ 57.  95.  36. ... 104.  62.  38.]
12660,4.0,[ 31. 105. 192. ... 173. 188. 195.]
12661,4.0,[ 95. 165. 141. ...  87.  88.  74.]
12662,8.0,[  8.  15.  67. ... 250. 126. 134.]
12663,3.0,[ 87.  74.  42. ... 213. 216. 225.]
12664,4.0,[211. 208. 193. ...  19.  28.  45.]
12665,4.0,[217. 145.  60. ... 214. 205. 188.]
12666,6.0,[110.  84.  25. ... 192. 210. 220.]
12667,4.0,[  8.  10.   5. ... 115. 122. 104.]
12668,3.0,[174. 137. 108. ... 129.  74.  93.]
12669,7.0,[49. 36. 27. ... 88. 74. 65.]
12670,5.0,[ 88. 120. 131. ... 190. 189. 203.]
12671,5.0,[167. 162. 106. ...  51.  47.   2.]
12672,1.0,[211. 212. 181. ...  69.  51.  63.]
12673,4.0,[206. 202. 203. ...   9.   9.   7.]
12674,4.0,[210. 221. 217. ... 100. 168. 215.]
12675,6.0,[255. 255. 255. ... 251. 253. 252.]
12676,2.0,[194. 199. 203. ...  71.  53.  41.]
12677,4.0,[234. 235. 240. ... 255. 255. 255.]
12678,4.0,[  7.   7.   7. ... 241. 221. 197.]
12679,3.0,[255. 255. 255. ... 243. 243. 243.]
12680,4.0,[191. 185. 185. ...   6.  55.  85.]
12681,2.0,[ 67.  55.  29. ... 107. 108.  94.]
12682,1.0,[250. 233. 205. ...  30.  16.  13.]
12683,2.0,[255. 255. 255. ... 248. 244. 255.]
12684,5.0,[79. 77. 82. ...  1.  4.  9.]
12685,3.0,[ 42.  35.  25. ... 139.  66.  59.]
12686,2.0,[29. 29. 55. ... 13. 27. 56.]
12687,2.0,[173. 145. 123. ... 232. 236. 235.]
12688,8.0,[116. 116. 116. ... 209. 200. 171.]
12689,6.0,[ 87.  91.  76. ... 132.  99.  66.]
12690,1.0,[116.  99.  83. ... 183. 185. 182.]
12691,1.0,[110. 113. 122. ... 166. 149. 155.]
12692,3.0,[13. 13. 13. ... 14. 14. 14.]
12693,6.0,[255. 255. 255. ... 232. 241. 240.]
12694,8.0,[ 13.  23.  48. ... 232. 245. 254.]
12695,1.0,[202. 204. 203. ...  11.   1.   0.]
12696,8.0,[0. 0. 0. ... 8. 8. 8.]
12697,2.0,[107.  52.  32. ...  48.  38.  29.]
12698,8.0,[200. 142. 140. ... 212. 187. 191.]
12699,8.0,[39. 39. 39. ... 49. 49. 49.]
12700,6.0,[72. 52. 51. ... 59. 48. 44.]
12701,2.0,[115.  83.  62. ... 104.  76.  62.]
12702,7.0,[133. 141. 143. ...  76.  44.  29.]
12703,2.0,[ 59.  68.  67. ... 252. 253. 235.]
12704,3.0,[59. 38. 33. ...  0.  1.  6.]
12705,6.0,[ 89.  92.  73. ... 232. 186. 160.]
12706,5.0,[123. 112.  94. ...  16.  12.  11.]
12707,7.0,[242. 244. 243. ...  21.  22.  24.]
12708,1.0,[128. 106.  83. ...  87.  72.  69.]
12709,2.0,[16. 18.  4. ... 15. 11.  8.]
12710,6.0,[87. 26.  5. ... 99. 42. 23.]
12711,3.0,[ 66.  65.  61. ... 183. 164. 157.]
12712,8.0,[251. 247. 186. ... 251. 245. 247.]
12713,8.0,[ 52.  85. 126. ...  65.  95. 119.]
12714,7.0,[255. 255. 255. ... 240. 251. 247.]
12715,6.0,[162. 158. 155. ... 172. 162. 161.]
12716,8.0,[197. 202. 205. ...   2.   2.   2.]
12717,8.0,[125.  70.  40. ... 219. 159. 131.]
12718,5.0,[69. 78. 49. ... 93. 95. 71.]
12719,5.0,[251. 251. 251. ... 253. 253. 253.]
12720,4.0,[  0.   0.   0. ... 221. 207. 206.]
12721,6.0,[76. 75. 71. ... 21. 19. 32.]
12722,1.0,[217. 220. 235. ... 166. 167. 188.]
12723,4.0,[ 31.  24. 104. ...  24.  24.  24.]
12724,4.0,[ 0.  0.  0. ... 44. 44. 44.]
12725,5.0,[45. 43. 54. ...  2.  2.  4.]
12726,5.0,[249. 254. 248. ...  28.  10.   6.]
12727,7.0,[13. 13. 15. ... 32. 35. 44.]
12728,7.0,[ 90.  89.  97. ... 150. 161. 191.]
12729,1.0,[0. 0. 0. ... 2. 1. 6.]
12730,3.0,[137. 132. 128. ... 151. 145. 145.]
12731,1.0,[250. 242. 223. ...  40.  22.  22.]
12732,3.0,[113.  92.  75. ... 151. 166.  97.]
12733,7.0,[ 53.  54.  72. ... 169. 170. 175.]
12734,5.0,[4. 4. 4. ... 3. 5. 4.]
12735,5.0,[182. 185. 192. ... 187. 169. 155.]
12736,7.0,[  0.   0.   0. ... 172. 174. 171.]
12737,5.0,[212. 201. 207. ... 142.  92.  93.]
12738,3.0,[188. 207. 211. ...  14.  14.  14.]
12739,4.0,[232. 235. 250. ...  99.  69.  61.]
12740,8.0,[  0.   0.   0. ... 135.  94.  40.]
12741,2.0,[103.  61.  39. ...   9.  10.   4.]
12742,4.0,[49. 23. 24. ... 31. 12.  8.]
12743,8.0,[  4.   4.   4. ... 138. 120.  58.]
12744,8.0,[161. 128. 109. ...  33.  37.  40.]
12745,5.0,[228. 215. 181. ...  60.  45.  40.]
12746,8.0,[120.  76.  49. ... 140.  63.  21.]
12747,3.0,[14. 16. 13. ... 19. 29. 21.]
12748,3.0,[ 28.  53. 195. ...  25.  33.  52.]
12749,2.0,[245. 230. 235. ...  88.  72.  83.]
12750,7.0,[28. 17. 13. ...  4.  3.  1.]
12751,3.0,[221. 219. 222. ... 220. 215. 219.]
12752,3.0,[11. 18. 11. ...  4. 10. 10.]
12753,7.0,[ 40.  40.  40. ... 241. 241. 239.]
12754,6.0,[ 50.  48.  36. ... 182. 135. 115.]
12755,2.0,[92. 84. 65. ...  0.  0.  0.]
12756,6.0,[43. 51. 28. ... 91. 96. 89.]
12757,2.0,[ 71.  55.  55. ... 202. 155. 163.]
12758,3.0,[238. 223. 204. ...  18.  19.  21.]
12759,6.0,[253. 253. 253. ... 252. 252. 250.]
12760,5.0,[115. 103.  77. ... 248. 250. 249.]
12761,5.0,[234. 234. 234. ... 235. 235. 235.]
12762,2.0,[200. 185. 190. ...  82.  60.  73.]
12763,4.0,[245. 246. 248. ... 230. 230. 232.]
12764,5.0,[ 35.  68.  73. ... 101.  69.  46.]
